Name,Current Price,S3,S2,S1,Pivot,R1,R2,R3
FINOPB,292.5,284.73,288.37,290.43,294.07,296.13,299.77,301.83
FINPIPE,273.1,254.27,260.63,266.87,273.23,279.47,285.83,292.07
FIVESTAR,741.05,622.53,661.02,701.03,739.52,779.53,818.02,858.03
FLAIR,304.3,296.2,299.7,302.0,305.5,307.8,311.3,313.6
FLEXITUFF,36.65,33.23,34.62,35.63,37.02,38.03,39.42,40.43
FLFL,1.95,1.72,1.78,1.87,1.93,2.02,2.08,2.17
FLUOROCHEM,3668.9,3532.43,3579.77,3624.33,3671.67,3716.23,3763.57,3808.13
FMCGIETF,564.48,553.86,556.95,560.71,563.8,567.56,570.65,574.41
FMGOETZE,376.55,366.57,369.38,372.97,375.78,379.37,382.18,385.77
FMNL,6.15,6.08,6.12,6.13,6.17,6.18,6.22,6.23
FOCE,874.5,798.0,823.5,849.0,874.5,900.0,925.5,951.0
FOCUS,168.75,160.5,164.25,166.5,170.25,172.5,176.25,178.5
FONEBOX,159.5,159.5,159.5,159.5,159.5,159.5,159.5,159.5
FOODSIN,163.1,154.03,158.37,160.73,165.07,167.43,171.77,174.13
FORCEMOT,9614.55,8910.7,9182.85,9398.7,9670.85,9886.7,10158.85,10374.7
FORTIS,443.55,431.43,436.22,439.88,444.67,448.33,453.12,456.78
FOSECOIND,3617.75,3515.08,3544.52,3581.13,3610.57,3647.18,3676.62,3713.23
FRETAIL,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
FROG,181.1,172.4,176.4,178.75,182.75,185.1,189.1,191.45
FSC,6.25,5.77,5.88,6.07,6.18,6.37,6.48,6.67
FSL,217.8,199.42,207.53,212.67,220.78,225.92,234.03,239.17
FUSION,508.65,485.07,493.08,500.87,508.88,516.67,524.68,532.47
GABRIEL,349.9,341.27,344.63,347.27,350.63,353.27,356.63,359.27
GAEL,171.45,159.97,163.28,167.37,170.68,174.77,178.08,182.17
GAIL,208.05,201.93,204.62,206.33,209.02,210.73,213.42,215.13
GALAXYSURF,2602.8,2525.58,2559.87,2581.33,2615.62,2637.08,2671.37,2692.83
GALLANTT,289.35,276.17,280.58,284.97,289.38,293.77,298.18,302.57
GANDHAR,220.15,215.33,217.42,218.78,220.87,222.23,224.32,225.68
GANDHITUBE,861.7,748.88,777.97,819.83,848.92,890.78,919.87,961.73
GANECOS,1090.55,1041.7,1052.85,1071.7,1082.85,1101.7,1112.85,1131.7
GANESHBE,172.0,166.5,168.0,170.0,171.5,173.5,175.0,177.0
GANESHHOUC,796.0,770.65,777.9,786.95,794.2,803.25,810.5,819.55
GANGAFORGE,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35
GANGESSECU,144.95,139.37,141.48,143.22,145.33,147.07,149.18,150.92
GANGOTRI,1.35,1.18,1.22,1.28,1.32,1.38,1.42,1.48
GARFIBRES,3255.4,3163.53,3201.87,3228.63,3266.97,3293.73,3332.07,3358.83
GATECH,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
GATECHDVR,3.2,3.13,3.17,3.18,3.22,3.23,3.27,3.28
GATEWAY,107.35,104.57,105.78,106.57,107.78,108.57,109.78,110.57
GAYAHWS,1.05,0.883,0.917,0.983,1.02,1.08,1.12,1.18
GAYAPROJ,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
GEECEE,295.4,275.53,284.67,290.03,299.17,304.53,313.67,319.03
GEEKAYWIRE,111.5,105.82,108.03,109.77,111.98,113.72,115.93,117.67
GENCON,42.1,40.15,41.0,41.55,42.4,42.95,43.8,44.35
GENESYS,616.5,563.92,587.03,601.77,624.88,639.62,662.73,677.47
GENSOL,943.05,899.35,919.05,931.05,950.75,962.75,982.45,994.45
GENUSPAPER,20.2,19.2,19.6,19.9,20.3,20.6,21.0,21.3
GENUSPOWER,302.85,283.23,291.62,297.23,305.62,311.23,319.62,325.23
GEOJITFSL,92.85,86.8,89.55,91.2,93.95,95.6,98.35,100.0
GEPIL,345.85,329.07,336.68,341.27,348.88,353.47,361.08,365.67
GESHIP,1090.2,1043.05,1062.0,1076.1,1095.05,1109.15,1128.1,1142.2
GET&D,1089.7,989.8,1029.9,1059.8,1099.9,1129.8,1169.9,1199.8
GFLLIMITED,83.2,79.77,81.13,82.17,83.53,84.57,85.93,86.97
GFSTEELS,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65
GHCL,531.45,522.13,526.12,528.78,532.77,535.43,539.42,542.08
GHCLTEXTIL,84.1,81.3,82.4,83.25,84.35,85.2,86.3,87.15
GICHSGFIN,221.45,208.93,213.12,217.28,221.47,225.63,229.82,233.98
GICL,46.0,43.33,44.67,45.33,46.67,47.33,48.67,49.33
GICRE,341.1,315.73,322.37,331.73,338.37,347.73,354.37,363.73
GILLANDERS,85.25,82.83,83.82,84.53,85.52,86.23,87.22,87.93
GILLETTE,6257.6,6133.17,6185.03,6221.32,6273.18,6309.47,6361.33,6397.62
GILT5YBEES,55.21,54.87,55.0,55.1,55.23,55.33,55.46,55.56
GINNIFILA,35.65,33.97,34.58,35.12,35.73,36.27,36.88,37.42
GIPCL,189.65,179.23,183.22,186.43,190.42,193.63,197.62,200.83
GIRIRAJ,460.75,460.75,460.75,460.75,460.75,460.75,460.75,460.75
GKWLIMITED,2500.0,2227.67,2301.33,2400.67,2474.33,2573.67,2647.33,2746.67
GLAND,1728.35,1679.97,1700.98,1714.67,1735.68,1749.37,1770.38,1784.07
GLAXO,2128.65,1976.77,2014.88,2071.77,2109.88,2166.77,2204.88,2261.77
GLENMARK,1079.35,1036.65,1048.95,1064.15,1076.45,1091.65,1103.95,1119.15
GLFL,8.85,8.72,8.78,8.82,8.88,8.92,8.98,9.02
GLOBAL,248.1,225.97,232.63,240.37,247.03,254.77,261.43,269.17
GLOBALPET,98.0,96.0,97.0,97.5,98.5,99.0,100.0,100.5
GLOBALVECT,229.6,223.73,226.67,228.13,231.07,232.53,235.47,236.93
GLOBE,3.55,3.13,3.22,3.38,3.47,3.63,3.72,3.88
GLOBUSSPR,794.95,776.73,783.02,788.98,795.27,801.23,807.52,813.48
GLS,814.95,702.3,728.85,771.9,798.45,841.5,868.05,911.1
GMBREW,782.3,748.45,761.6,771.95,785.1,795.45,808.6,818.95
GMDCLTD,434.8,385.25,399.4,417.1,431.25,448.95,463.1,480.8
GMMPFAUDLR,1440.8,1408.72,1417.93,1429.37,1438.58,1450.02,1459.23,1470.67
GMRINFRA,90.75,79.97,82.78,86.77,89.58,93.57,96.38,100.37
GMRP&UI,69.05,60.92,63.58,66.32,68.98,71.72,74.38,77.12
GNA,414.7,405.47,408.73,411.72,414.98,417.97,421.23,424.22
GNFC,719.45,694.58,703.32,711.38,720.12,728.18,736.92,744.98
GOACARBON,920.85,851.65,884.35,902.6,935.3,953.55,986.25,1004.5
GOCLCORP,428.7,418.6,423.3,426.0,430.7,433.4,438.1,440.8
GOCOLORS,1111.5,1083.08,1092.57,1102.03,1111.52,1120.98,1130.47,1139.93
GODFRYPHLP,3312.5,3098.65,3196.3,3254.4,3352.05,3410.15,3507.8,3565.9
GODHA,0.75,0.667,0.683,0.717,0.733,0.767,0.783,0.817
GODREJAGRO,544.25,528.5,534.75,539.5,545.75,550.5,556.75,561.5
GODREJCP,1202.5,1167.67,1178.43,1190.47,1201.23,1213.27,1224.03,1236.07
GODREJIND,871.0,825.65,837.5,854.25,866.1,882.85,894.7,911.45
GODREJPROP,2634.8,2489.07,2522.03,2578.42,2611.38,2667.77,2700.73,2757.12
GOENKA,0.9,0.833,0.867,0.883,0.917,0.933,0.967,0.983
GOKEX,796.75,756.6,768.85,782.8,795.05,809.0,821.25,835.2
GOKUL,42.75,38.52,39.78,41.27,42.53,44.02,45.28,46.77
GOKULAGRO,118.45,114.6,116.05,117.25,118.7,119.9,121.35,122.55
GOLD1,61.79,60.39,60.74,61.26,61.61,62.13,62.48,63.0
GOLDBEES,61.33,60.4,60.65,60.99,61.24,61.58,61.83,62.17
GOLDCASE,11.62,11.41,11.47,11.54,11.6,11.67,11.73,11.8
GOLDENTOBC,45.3,44.98,45.07,45.18,45.27,45.38,45.47,45.58
GOLDETF,71.51,70.36,70.8,71.16,71.6,71.96,72.4,72.76
GOLDETFADD,71.87,70.96,71.18,71.52,71.74,72.08,72.3,72.64
GOLDIAM,177.1,172.62,174.53,175.82,177.73,179.02,180.93,182.22
GOLDSHARE,61.9,60.23,60.57,61.23,61.57,62.23,62.57,63.23
GOLDSTAR,14.1,13.6,13.7,13.9,14.0,14.2,14.3,14.5
GOLDTECH,134.75,128.5,130.25,132.5,134.25,136.5,138.25,140.5
GOODLUCK,900.8,870.17,882.33,891.57,903.73,912.97,925.13,934.37
GOPAL,317.1,306.88,310.97,314.03,318.12,321.18,325.27,328.33
GOYALALUM,9.05,8.97,8.98,9.02,9.03,9.07,9.08,9.12
GOYALSALT,215.0,203.83,208.47,211.73,216.37,219.63,224.27,227.53
GPIL,889.1,843.42,862.83,875.97,895.38,908.52,927.93,941.07
GPPL,214.3,204.97,209.23,211.77,216.03,218.57,222.83,225.37
GPTHEALTH,176.05,169.45,172.35,174.2,177.1,178.95,181.85,183.7
GPTINFRA,212.6,189.33,198.37,205.48,214.52,221.63,230.67,237.78
GRANULES,424.05,402.13,408.12,416.08,422.07,430.03,436.02,443.98
GRAPHISAD,52.4,49.47,50.23,51.32,52.08,53.17,53.93,55.02
GRAPHITE,684.9,658.73,670.37,677.63,689.27,696.53,708.17,715.43
GRASIM,2342.45,2272.65,2301.35,2321.9,2350.6,2371.15,2399.85,2420.4
GRASIMPP,1108.75,1074.17,1085.58,1097.17,1108.58,1120.17,1131.58,1143.17
GRAVITA,973.5,953.63,961.27,967.38,975.02,981.13,988.77,994.88
GRCL,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25
GREAVESCOT,134.65,132.33,133.42,134.03,135.12,135.73,136.82,137.43
GREENCHEF,84.55,78.7,80.85,82.7,84.85,86.7,88.85,90.7
GREENLAM,606.05,557.37,572.68,589.37,604.68,621.37,636.68,653.37
GREENPANEL,317.3,307.98,311.97,314.63,318.62,321.28,325.27,327.93
GREENPLY,262.8,246.63,254.07,258.43,265.87,270.23,277.67,282.03
GREENPOWER,20.75,20.07,20.28,20.52,20.73,20.97,21.18,21.42
GRINDWELL,2089.6,2018.77,2049.43,2069.52,2100.18,2120.27,2150.93,2171.02
GRINFRA,1362.35,1318.3,1332.15,1347.25,1361.1,1376.2,1390.05,1405.15
GRMOVER,142.65,136.08,138.32,140.48,142.72,144.88,147.12,149.28
GROBTEA,970.6,914.28,932.87,951.73,970.32,989.18,1007.77,1026.63
GRPLTD,6520.55,6168.45,6340.65,6430.6,6602.8,6692.75,6864.95,6954.9
GRSE,998.85,927.78,959.42,979.13,1010.77,1030.48,1062.12,1081.83
GRWRHITECH,1751.85,1699.38,1724.72,1738.28,1763.62,1777.18,1802.52,1816.08
GSEC10IETF,227.1,227.1,227.1,227.1,227.1,227.1,227.1,227.1
GSEC10YEAR,25.67,25.47,25.56,25.61,25.7,25.75,25.84,25.89
GSEC5IETF,55.1,54.47,54.79,54.94,55.26,55.41,55.73,55.88
GSFC,249.95,237.52,241.78,245.87,250.13,254.22,258.48,262.57
GSLSU,206.3,197.87,201.43,203.87,207.43,209.87,213.43,215.87
GSPL,293.05,285.57,288.78,290.92,294.13,296.27,299.48,301.62
GSS,138.65,131.1,133.15,135.9,137.95,140.7,142.75,145.5
GSTL,49.0,47.67,48.33,48.67,49.33,49.67,50.33,50.67
GTECJAINX,83.45,83.45,83.45,83.45,83.45,83.45,83.45,83.45
GTL,10.6,10.53,10.57,10.58,10.62,10.63,10.67,10.68
GTLINFRA,1.75,1.67,1.68,1.72,1.73,1.77,1.78,1.82
GTPL,179.35,169.73,173.52,176.43,180.22,183.13,186.92,189.83
GUFICBIO,327.35,306.77,312.88,320.12,326.23,333.47,339.58,346.82
GUJALKALI,805.55,785.2,792.65,799.1,806.55,813.0,820.45,826.9
GUJAPOLLO,280.3,259.43,267.47,273.88,281.92,288.33,296.37,302.78
GUJGASLTD,551.4,531.05,537.4,544.4,550.75,557.75,564.1,571.1
GUJRAFFIA,39.35,39.18,39.22,39.28,39.32,39.38,39.42,39.48
GULFOILLUB,1032.1,994.9,1010.7,1021.4,1037.2,1047.9,1063.7,1074.4
GULFPETRO,67.1,64.53,65.57,66.33,67.37,68.13,69.17,69.93
GULPOLY,212.95,198.97,202.48,207.72,211.23,216.47,219.98,225.22
GVKPIL,10.9,10.33,10.57,10.73,10.97,11.13,11.37,11.53
GVPTECH,12.15,11.73,11.92,12.03,12.22,12.33,12.52,12.63
HAL,3984.4,3880.25,3923.3,3953.85,3996.9,4027.45,4070.5,4101.05
HAPPSTMNDS,817.45,794.78,803.42,810.43,819.07,826.08,834.72,841.73
HAPPYFORGE,947.75,906.52,920.38,934.07,947.93,961.62,975.48,989.17
HARDWYN,31.0,29.97,30.33,30.67,31.03,31.37,31.73,32.07
HARIOMPIPE,594.8,561.95,576.5,585.65,600.2,609.35,623.9,633.05
HARRMALAYA,171.5,163.82,167.03,169.27,172.48,174.72,177.93,180.17
HARSHA,443.35,379.88,397.92,420.63,438.67,461.38,479.42,502.13
HATHWAY,22.2,21.63,21.87,22.03,22.27,22.43,22.67,22.83
HATSUN,1090.7,1053.73,1064.67,1077.68,1088.62,1101.63,1112.57,1125.58
HAVELLS,1640.05,1503.52,1535.88,1587.97,1620.33,1672.42,1704.78,1756.87
HAVISHA,2.7,2.53,2.57,2.63,2.67,2.73,2.77,2.83
HBLPOWER,518.95,470.57,481.78,500.37,511.58,530.17,541.38,559.97
HBSL,89.0,81.63,83.37,86.18,87.92,90.73,92.47,95.28
HCC,37.8,36.3,37.0,37.4,38.1,38.5,39.2,39.6
HCG,350.25,331.83,339.42,344.83,352.42,357.83,365.42,370.83
HCL-INSYS,18.95,18.23,18.52,18.73,19.02,19.23,19.52,19.73
HCLTECH,1473.85,1382.22,1423.58,1448.72,1490.08,1515.22,1556.58,1581.72
HDFCAMC,3717.7,3588.53,3641.77,3679.73,3732.97,3770.93,3824.17,3862.13
HDFCBANK,1509.8,1478.45,1492.0,1500.9,1514.45,1523.35,1536.9,1545.8
HDFCBSE500,33.8,33.19,33.37,33.58,33.76,33.97,34.15,34.36
HDFCGOLD,63.28,62.39,62.58,62.93,63.12,63.47,63.66,64.01
HDFCGROWTH,109.23,106.18,107.51,108.37,109.7,110.56,111.89,112.75
HDFCLIFE,587.85,565.7,576.35,582.1,592.75,598.5,609.15,614.9
HDFCLIQUID,1000.0,999.95,999.97,999.98,1000.0,1000.01,1000.03,1000.04
HDFCLOWVOL,17.97,16.59,17.26,17.62,18.29,18.65,19.32,19.68
HDFCMID150,18.83,18.44,18.55,18.69,18.8,18.94,19.05,19.19
HDFCMOMENT,32.36,30.97,31.39,31.87,32.29,32.77,33.19,33.67
HDFCNEXT50,64.62,62.79,63.49,64.06,64.76,65.33,66.03,66.6
HDFCNIF100,23.57,23.16,23.34,23.45,23.63,23.74,23.92,24.03
HDFCNIFBAN,48.85,46.12,47.08,47.97,48.93,49.82,50.78,51.67
HDFCNIFIT,34.27,33.16,33.67,33.97,34.48,34.78,35.29,35.59
HDFCNIFTY,245.8,241.0,243.24,244.52,246.76,248.04,250.28,251.56
HDFCPSUBK,73.75,71.92,72.63,73.19,73.9,74.46,75.17,75.73
HDFCPVTBAN,24.21,23.63,23.89,24.05,24.31,24.47,24.73,24.89
HDFCQUAL,52.45,50.5,51.03,51.74,52.27,52.98,53.51,54.22
HDFCSENSEX,81.58,77.94,79.51,80.55,82.12,83.16,84.73,85.77
HDFCSILVER,79.89,76.39,77.13,78.51,79.25,80.63,81.37,82.75
HDFCSML250,158.99,156.33,157.09,158.04,158.8,159.75,160.51,161.46
HDFCVALUE,126.03,123.55,124.52,125.27,126.24,126.99,127.96,128.71
HDIL,4.8,4.27,4.43,4.62,4.78,4.97,5.13,5.32
HEADSUP,14.95,12.7,13.25,14.1,14.65,15.5,16.05,16.9
HEALTHADD,120.36,118.58,119.07,119.71,120.2,120.84,121.33,121.97
HEALTHIETF,121.99,119.99,120.58,121.28,121.87,122.57,123.16,123.86
HEALTHY,12.21,11.67,11.84,12.03,12.2,12.39,12.56,12.75
HECPROJECT,90.5,84.33,86.57,88.53,90.77,92.73,94.97,96.93
HEG,2423.95,2335.97,2373.58,2398.77,2436.38,2461.57,2499.18,2524.37
HEIDELBERG,198.85,193.27,195.78,197.32,199.83,201.37,203.88,205.42
HEMIPROP,213.15,204.4,207.65,210.4,213.65,216.4,219.65,222.4
HERANBA,332.05,313.37,320.58,326.32,333.53,339.27,346.48,352.22
HERCULES,508.85,492.72,497.68,503.27,508.23,513.82,518.78,524.37
HERITGFOOD,333.45,326.52,328.88,331.17,333.53,335.82,338.18,340.47
HEROMOTOCO,4491.6,4384.08,4425.27,4458.43,4499.62,4532.78,4573.97,4607.13
HESTERBIO,1691.35,1637.48,1649.72,1670.53,1682.77,1703.58,1715.82,1736.63
HEUBACHIND,417.0,396.53,404.87,410.93,419.27,425.33,433.67,439.73
HEXATRADEX,150.55,147.33,148.82,149.68,151.17,152.03,153.52,154.38
HFCL,95.8,92.92,94.23,95.02,96.33,97.12,98.43,99.22
HGINFRA,1174.8,1039.87,1088.53,1131.67,1180.33,1223.47,1272.13,1315.27
HGS,863.65,847.42,853.18,858.42,864.18,869.42,875.18,880.42
HIGREEN,203.15,187.43,193.22,198.18,203.97,208.93,214.72,219.68
HIKAL,312.55,300.37,304.28,308.42,312.33,316.47,320.38,324.52
HIL,2698.25,2618.7,2646.85,2672.55,2700.7,2726.4,2754.55,2780.25
HILTON,117.7,111.02,112.63,115.17,116.78,119.32,120.93,123.47
HIMATSEIDE,141.85,136.53,138.52,140.18,142.17,143.83,145.82,147.48
HINDALCO,649.3,622.4,632.7,641.0,651.3,659.6,669.9,678.2
HINDCOMPOS,423.7,395.47,403.53,413.62,421.68,431.77,439.83,449.92
HINDCON,51.1,48.6,49.3,50.2,50.9,51.8,52.5,53.4
HINDCOPPER,391.0,371.5,377.8,384.4,390.7,397.3,403.6,410.2
HINDMOTORS,28.65,25.1,26.65,27.65,29.2,30.2,31.75,32.75
HINDNATGLS,20.65,20.65,20.65,20.65,20.65,20.65,20.65,20.65
HINDOILEXP,206.65,190.85,194.75,200.7,204.6,210.55,214.45,220.4
HINDPETRO,491.1,473.15,479.3,485.2,491.35,497.25,503.4,509.3
HINDUNILVR,2222.65,2172.77,2195.68,2209.17,2232.08,2245.57,2268.48,2281.97
HINDWAREAP,366.5,348.0,356.7,361.6,370.3,375.2,383.9,388.8
HINDZINC,421.6,395.82,403.93,412.77,420.88,429.72,437.83,446.67
HIRECT,758.35,681.28,712.72,735.53,766.97,789.78,821.22,844.03
HISARMETAL,183.75,176.32,179.68,181.72,185.08,187.12,190.48,192.52
HITECH,130.05,126.03,127.22,128.63,129.82,131.23,132.42,133.83
HITECHCORP,232.1,219.37,225.43,228.77,234.83,238.17,244.23,247.57
HITECHGEAR,1124.45,1002.1,1056.55,1090.5,1144.95,1178.9,1233.35,1267.3
HLEGLAS,452.5,436.4,443.3,447.9,454.8,459.4,466.3,470.9
HLVLTD,28.5,27.47,27.73,28.12,28.38,28.77,29.03,29.42
HMAAGRO,62.05,60.23,60.92,61.48,62.17,62.73,63.42,63.98
HMT,59.05,56.45,57.35,58.2,59.1,59.95,60.85,61.7
HMVL,109.8,103.7,105.9,107.85,110.05,112.0,114.2,116.15
HNDFDS,502.4,486.42,491.23,496.82,501.63,507.22,512.03,517.62
HNGSNGBEES,267.14,259.73,261.55,264.35,266.17,268.97,270.79,273.59
HOLMARC,107.05,104.45,105.75,106.4,107.7,108.35,109.65,110.3
HOMEFIRST,872.8,852.12,859.93,866.37,874.18,880.62,888.43,894.87
HOMESFY,892.5,825.0,838.5,865.5,879.0,906.0,919.5,946.5
HONASA,428.7,410.97,415.23,421.97,426.23,432.97,437.23,443.97
HONAUT,45201.9,43631.43,44180.77,44691.33,45240.67,45751.23,46300.57,46811.13
HONDAPOWER,2474.25,2385.83,2421.42,2447.83,2483.42,2509.83,2545.42,2571.83
HOVS,61.3,57.88,59.07,60.18,61.37,62.48,63.67,64.78
HPAL,104.45,100.23,102.02,103.23,105.02,106.23,108.02,109.23
HPIL,162.7,138.78,143.67,153.18,158.07,167.58,172.47,181.98
HPL,365.85,349.0,356.35,361.1,368.45,373.2,380.55,385.3
HRHNEXT,37.0,33.53,35.27,36.13,37.87,38.73,40.47,41.33
HSCL,371.25,349.0,358.55,364.9,374.45,380.8,390.35,396.7
HTMEDIA,28.55,27.58,27.92,28.23,28.57,28.88,29.22,29.53
HUBTOWN,145.45,128.5,132.25,138.85,142.6,149.2,152.95,159.55
HUDCO,228.1,176.33,189.17,208.63,221.47,240.93,253.77,273.23
HUHTAMAKI,307.85,297.3,302.05,304.95,309.7,312.6,317.35,320.25
HYBRIDFIN,9.1,8.22,8.43,8.77,8.98,9.32,9.53,9.87
IBLFL,52.9,51.43,51.97,52.43,52.97,53.43,53.97,54.43
IBREALEST,136.25,130.82,133.18,134.72,137.08,138.62,140.98,142.52
IBULHSGFIN,170.7,167.03,168.67,169.68,171.32,172.33,173.97,174.98
IBULPP,73.45,70.0,71.45,72.45,73.9,74.9,76.35,77.35
ICDSLTD,37.25,37.18,37.22,37.23,37.27,37.28,37.32,37.33
ICEMAKE,515.45,499.47,506.08,510.77,517.38,522.07,528.68,533.37
ICICIB22,106.41,104.84,105.39,105.9,106.45,106.96,107.51,108.02
ICICIBANK,1107.9,1083.18,1092.97,1100.43,1110.22,1117.68,1127.47,1134.93
ICICIGI,1692.65,1620.97,1645.98,1669.32,1694.33,1717.67,1742.68,1766.02
ICICIPRULI,566.25,546.13,554.82,560.53,569.22,574.93,583.62,589.33
ICIL,397.6,369.4,377.6,387.6,395.8,405.8,414.0,424.0
ICRA,5255.45,5064.52,5148.78,5202.12,5286.38,5339.72,5423.98,5477.32
IDBI,88.6,85.98,87.07,87.83,88.92,89.68,90.77,91.53
IDEA,14.0,11.57,12.13,13.07,13.63,14.57,15.13,16.07
IDEAFORGE,687.05,678.77,681.88,684.47,687.58,690.17,693.28,695.87
IDFC,127.25,120.82,122.68,124.97,126.83,129.12,130.98,133.27
IDFCFIRSTB,84.8,81.4,82.6,83.7,84.9,86.0,87.2,88.3
IDFNIFTYET,242.41,239.14,240.2,241.3,242.36,243.46,244.52,245.62
IDX_SEC_FIN_SER_25_50,23038.0,22674.77,22822.53,22930.27,23078.03,23185.77,23333.53,23441.27
IEL,12.6,11.95,12.2,12.4,12.65,12.85,13.1,13.3
IEX,158.85,152.57,154.48,156.67,158.58,160.77,162.68,164.87
IFBAGRO,473.55,460.33,463.52,468.53,471.72,476.73,479.92,484.93
IFBIND,1574.4,1440.28,1500.87,1537.63,1598.22,1634.98,1695.57,1732.33
IFCI,46.0,43.7,44.6,45.3,46.2,46.9,47.8,48.5
IFGLEXPOR,649.7,604.47,623.23,636.47,655.23,668.47,687.23,700.47
IGARASHI,540.8,507.45,516.6,528.7,537.85,549.95,559.1,571.2
IGL,460.05,443.58,448.32,454.18,458.92,464.78,469.52,475.38
IGPL,510.8,489.27,499.63,505.22,515.58,521.17,531.53,537.12
IIFL,414.95,398.53,405.82,410.38,417.67,422.23,429.52,434.08
IIFLSEC,140.65,130.93,135.12,137.88,142.07,144.83,149.02,151.78
IITL,182.9,170.1,173.1,178.0,181.0,185.9,188.9,193.8
IKIO,301.0,293.87,296.73,298.87,301.73,303.87,306.73,308.87
IL&FSENGG,35.8,35.33,35.57,35.68,35.92,36.03,36.27,36.38
IL&FSTRANS,4.9,4.33,4.47,4.68,4.82,5.03,5.17,5.38
IMAGICAA,83.15,81.37,82.18,82.67,83.48,83.97,84.78,85.27
IMFA,721.2,690.47,703.73,712.47,725.73,734.47,747.73,756.47
IMPAL,1017.6,1000.47,1006.23,1011.92,1017.68,1023.37,1029.13,1034.82
IMPEXFERRO,3.5,3.42,3.43,3.47,3.48,3.52,3.53,3.57
INCREDIBLE,37.45,33.12,34.48,35.97,37.33,38.82,40.18,41.67
INDBANK,52.05,48.53,50.02,51.03,52.52,53.53,55.02,56.03
INDHOTEL,568.95,533.48,546.92,557.93,571.37,582.38,595.82,606.83
INDIACEM,227.6,219.57,222.53,225.07,228.03,230.57,233.53,236.07
INDIAGLYCO,840.1,808.4,822.2,831.15,844.95,853.9,867.7,876.65
INDIAMART,2634.05,2547.02,2584.78,2609.42,2647.18,2671.82,2709.58,2734.22
INDIANB,526.55,509.1,515.15,520.85,526.9,532.6,538.65,544.35
INDIANCARD,279.95,263.97,267.98,273.97,277.98,283.97,287.98,293.97
INDIANHUME,275.85,258.07,262.88,269.37,274.18,280.67,285.48,291.97
INDIASHLTR,561.05,529.43,544.32,552.68,567.57,575.93,590.82,599.18
INDIFRA,41.05,36.17,38.08,39.57,41.48,42.97,44.88,46.37
INDIGO,3935.35,3719.23,3777.12,3856.23,3914.12,3993.23,4051.12,4130.23
INDIGOPNTS,1325.0,1260.0,1285.0,1305.0,1330.0,1350.0,1375.0,1395.0
INDIGRID,1001.74,992.16,994.58,998.16,1000.58,1004.16,1006.58,1010.16
INDNIPPON,716.35,690.9,699.45,707.9,716.45,724.9,733.45,741.9
INDOAMIN,138.15,131.73,134.62,136.38,139.27,141.03,143.92,145.68
INDOBORAX,181.05,172.33,176.42,178.73,182.82,185.13,189.22,191.53
INDOCO,328.6,320.97,323.03,325.82,327.88,330.67,332.73,335.52
INDORAMA,45.55,43.72,44.48,45.02,45.78,46.32,47.08,47.62
INDOSTAR,253.35,242.23,245.62,249.48,252.87,256.73,260.12,263.98
INDOTECH,1790.65,1582.6,1685.95,1738.3,1841.65,1894.0,1997.35,2049.7
INDOTHAI,343.95,326.47,332.38,338.17,344.08,349.87,355.78,361.57
INDOWIND,23.3,21.2,22.0,22.65,23.45,24.1,24.9,25.55
INDRAMEDCO,262.2,245.07,253.13,257.67,265.73,270.27,278.33,282.87
INDSWFTLAB,124.95,118.47,120.98,122.97,125.48,127.47,129.98,131.97
INDSWFTLTD,24.65,24.4,24.45,24.55,24.6,24.7,24.75,24.85
INDTERRAIN,74.45,71.63,72.82,73.63,74.82,75.63,76.82,77.63
INDUSINDBK,1446.4,1344.43,1393.87,1420.13,1469.57,1495.83,1545.27,1571.53
INDUSTOWER,353.3,342.6,345.6,349.45,352.45,356.3,359.3,363.15
INFIBEAM,35.0,34.17,34.53,34.77,35.13,35.37,35.73,35.97
INFINIUM,218.8,207.73,212.37,215.58,220.22,223.43,228.07,231.28
INFOBEAN,389.7,374.28,378.67,384.18,388.57,394.08,398.47,403.98
INFOLLION,221.1,200.07,205.83,213.47,219.23,226.87,232.63,240.27
INFOMEDIA,5.95,5.95,5.95,5.95,5.95,5.95,5.95,5.95
INFRABEES,881.61,841.72,860.76,871.18,890.22,900.64,919.68,930.1
INFRAIETF,87.24,83.53,84.77,86.01,87.25,88.49,89.73,90.97
INFY,1430.25,1404.63,1415.82,1423.03,1434.22,1441.43,1452.62,1459.83
INGERRAND,3942.25,3762.15,3837.25,3889.75,3964.85,4017.35,4092.45,4144.95
INM,301.25,294.92,298.08,299.67,302.83,304.42,307.58,309.17
INNOVACAP,469.55,454.87,459.98,464.77,469.88,474.67,479.78,484.57
INNOVANA,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0
INNOVATIVE,6.95,6.72,6.78,6.87,6.93,7.02,7.08,7.17
INOXGREEN,150.75,143.27,146.18,148.47,151.38,153.67,156.58,158.87
INOXINDIA,1370.15,1335.25,1350.55,1360.35,1375.65,1385.45,1400.75,1410.55
INOXWIND,640.6,604.73,620.87,630.73,646.87,656.73,672.87,682.73
