Name,Current Price,S3,S2,S1,Pivot,R1,R2,R3
SETFNIFBK,486.61,479.55,482.72,484.66,487.83,489.77,492.94,494.88
SETFNN50,675.95,664.85,667.81,671.88,674.84,678.91,681.87,685.94
SETUINFRA,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SEYAIND,23.05,21.47,21.98,22.52,23.03,23.57,24.08,24.62
SFL,905.1,865.88,884.17,894.63,912.92,923.38,941.67,952.13
SGBAUG24,7153.82,7072.55,7099.27,7126.55,7153.27,7180.55,7207.27,7234.55
SGBAUG27,7400.0,7083.33,7146.67,7273.33,7336.67,7463.33,7526.67,7653.33
SGBDC27VII,7259.5,7057.67,7113.83,7186.67,7242.83,7315.67,7371.83,7444.67
SGBDEC25,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0,7350.0
SGBDEC2512,7149.0,7149.0,7149.0,7149.0,7149.0,7149.0,7149.0,7149.0
SGBDEC2513,7160.0,7126.67,7133.33,7146.67,7153.33,7166.67,7173.33,7186.67
SGBDEC25XI,7275.0,7275.0,7275.0,7275.0,7275.0,7275.0,7275.0,7275.0
SGBDEC26,7170.0,7030.01,7100.01,7135.0,7205.0,7239.99,7309.99,7344.98
SGBFEB27,6925.0,6925.0,6925.0,6925.0,6925.0,6925.0,6925.0,6925.0
SGBJ28VIII,7194.0,7192.67,7193.33,7193.67,7194.33,7194.67,7195.33,7195.67
SGBJAN26,7100.0,7100.0,7100.0,7100.0,7100.0,7100.0,7100.0,7100.0
SGBJAN27,7399.0,7399.0,7399.0,7399.0,7399.0,7399.0,7399.0,7399.0
SGBJUL25,7237.26,6956.51,7053.75,7145.51,7242.75,7334.51,7431.75,7523.51
SGBJUL27,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0,7130.0
SGBJUN27,7355.0,6983.33,7091.67,7223.33,7331.67,7463.33,7571.67,7703.33
SGBMAR24,6679.0,6543.5,6587.0,6633.0,6676.5,6722.5,6766.0,6812.0
SGBMAR25,7430.0,7333.33,7366.67,7398.33,7431.67,7463.33,7496.67,7528.33
SGBMAY25,7299.0,7038.35,7091.67,7195.34,7248.66,7352.33,7405.65,7509.32
SGBMAY26,7218.75,6909.17,6993.58,7106.17,7190.58,7303.17,7387.58,7500.17
SGBNOV24,7216.92,6997.3,7073.65,7145.29,7221.64,7293.28,7369.63,7441.27
SGBNOV25,7131.11,7131.11,7131.11,7131.11,7131.11,7131.11,7131.11,7131.11
SGBNOV258,7200.0,6892.25,6953.8,7076.9,7138.45,7261.55,7323.1,7446.2
SGBNOV25IX,7139.99,7124.99,7127.99,7133.99,7136.99,7142.99,7145.99,7151.99
SGBNOV25VI,7053.03,7053.03,7053.03,7053.03,7053.03,7053.03,7053.03,7053.03
SGBNOV26,7104.0,6996.0,7020.0,7062.0,7086.0,7128.0,7152.0,7194.0
SGBOCT25,7050.0,7050.0,7050.0,7050.0,7050.0,7050.0,7050.0,7050.0
SGBOCT25V,7243.0,7243.0,7243.0,7243.0,7243.0,7243.0,7243.0,7243.0
SGBOCT26,7299.0,7299.0,7299.0,7299.0,7299.0,7299.0,7299.0,7299.0
SGBOCT27,7199.0,7095.67,7116.33,7157.67,7178.33,7219.67,7240.33,7281.67
SGBOCT27VI,7195.77,7119.47,7134.73,7165.25,7180.51,7211.03,7226.29,7256.81
SGBSEP24,7128.59,6965.94,7019.03,7073.81,7126.9,7181.68,7234.77,7289.55
SGBSEP27,7275.0,7096.67,7132.33,7203.67,7239.33,7310.67,7346.33,7417.67
SGIL,378.85,334.45,351.75,365.3,382.6,396.15,413.45,427.0
SGL,15.9,14.52,15.13,15.52,16.13,16.52,17.13,17.52
SHAH,3.8,3.17,3.33,3.57,3.73,3.97,4.13,4.37
SHAHALLOYS,65.2,60.7,61.9,63.55,64.75,66.4,67.6,69.25
SHAILY,636.8,610.35,619.7,628.25,637.6,646.15,655.5,664.05
SHAKTIPUMP,1797.15,1689.77,1732.38,1764.77,1807.38,1839.77,1882.38,1914.77
SHALBY,279.75,263.42,270.38,275.07,282.03,286.72,293.68,298.37
SHALPAINTS,168.55,162.45,165.05,166.8,169.4,171.15,173.75,175.5
SHANKARA,689.6,665.65,674.9,682.25,691.5,698.85,708.1,715.45
SHANTHALA,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0
SHANTI,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3
SHANTIGEAR,565.65,554.63,557.72,561.68,564.77,568.73,571.82,575.78
SHARDACROP,379.15,367.02,369.98,374.57,377.53,382.12,385.08,389.67
SHARDAMOTR,1482.8,1446.2,1461.6,1472.2,1487.6,1498.2,1513.6,1524.2
SHAREINDIA,1688.6,1639.0,1657.5,1673.05,1691.55,1707.1,1725.6,1741.15
SHARIABEES,483.38,462.12,469.06,476.22,483.16,490.32,497.26,504.42
SHEETAL,66.35,63.57,64.78,65.57,66.78,67.57,68.78,69.57
SHEMAROO,170.35,160.23,162.92,166.63,169.32,173.03,175.72,179.43
SHERA,191.1,167.98,177.27,184.18,193.47,200.38,209.67,216.58
SHIGAN,106.0,98.92,101.53,103.77,106.38,108.62,111.23,113.47
SHILPAMED,544.05,507.62,516.88,530.47,539.73,553.32,562.58,576.17
SHIVALIK,578.3,528.33,540.77,559.53,571.97,590.73,603.17,621.93
SHIVAMAUTO,42.45,41.4,41.75,42.1,42.45,42.8,43.15,43.5
SHIVAMILLS,92.3,89.67,90.83,91.57,92.73,93.47,94.63,95.37
SHIVATEX,167.6,160.9,162.7,165.15,166.95,169.4,171.2,173.65
SHK,205.9,190.07,197.03,201.47,208.43,212.87,219.83,224.27
SHOPERSTOP,710.8,697.38,702.77,706.78,712.17,716.18,721.57,725.58
SHRADHA,77.2,65.23,70.67,73.93,79.37,82.63,88.07,91.33
SHREDIGCEM,111.45,106.22,108.48,109.97,112.23,113.72,115.98,117.47
SHREECEM,24140.5,23618.67,23784.83,23962.67,24128.83,24306.67,24472.83,24650.67
SHREEKARNI,427.85,415.17,418.58,423.22,426.63,431.27,434.68,439.32
SHREEOSFM,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
SHREEPUSHK,183.45,176.97,179.38,181.42,183.83,185.87,188.28,190.32
SHREERAMA,23.95,23.53,23.62,23.78,23.87,24.03,24.12,24.28
SHRENIK,0.95,0.883,0.917,0.933,0.967,0.983,1.02,1.03
SHREYANIND,250.3,234.87,241.43,245.87,252.43,256.87,263.43,267.87
SHREYAS,302.4,285.8,291.8,297.1,303.1,308.4,314.4,319.7
SHRIPISTON,2089.9,1957.6,2011.3,2050.6,2104.3,2143.6,2197.3,2236.6
SHRIRAMFIN,2498.6,2178.13,2257.57,2378.08,2457.52,2578.03,2657.47,2777.98
SHRIRAMPPS,121.95,116.93,118.52,120.23,121.82,123.53,125.12,126.83
SHRITECH,69.65,66.43,67.72,68.68,69.97,70.93,72.22,73.18
SHUBHLAXMI,77.0,73.33,74.67,75.83,77.17,78.33,79.67,80.83
SHYAMCENT,19.6,18.33,18.67,19.13,19.47,19.93,20.27,20.73
SHYAMMETL,642.15,617.97,626.98,634.57,643.58,651.17,660.18,667.77
SHYAMTEL,16.6,16.6,16.6,16.6,16.6,16.6,16.6,16.6
SICALLOG,203.4,186.87,191.93,197.67,202.73,208.47,213.53,219.27
SIDDHIKA,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
SIEMENS,5748.5,5584.48,5641.17,5694.83,5751.52,5805.18,5861.87,5915.53
SIGACHI,66.75,64.33,65.32,66.03,67.02,67.73,68.72,69.43
SIGIND,77.85,73.92,75.48,76.67,78.23,79.42,80.98,82.17
SIGMA,409.3,395.87,401.43,405.37,410.93,414.87,420.43,424.37
SIGNATURE,1257.95,1228.37,1237.18,1247.57,1256.38,1266.77,1275.58,1285.97
SIGNORIA,158.0,157.07,157.53,157.77,158.23,158.47,158.93,159.17
SIGNPOST,342.15,298.6,308.45,325.3,335.15,352.0,361.85,378.7
SIKKO,73.7,71.55,72.1,72.9,73.45,74.25,74.8,75.6
SIL,23.55,22.3,22.85,23.2,23.75,24.1,24.65,25.0
SILGO,38.4,34.98,36.27,37.33,38.62,39.68,40.97,42.03
SILINV,514.85,498.5,505.75,510.3,517.55,522.1,529.35,533.9
SILLYMONKS,16.45,14.85,15.55,16.0,16.7,17.15,17.85,18.3
SILVER1,80.31,79.44,79.87,80.09,80.52,80.74,81.17,81.39
SILVERADD,80.3,78.85,79.18,79.74,80.07,80.63,80.96,81.52
SILVERBEES,79.78,78.79,79.1,79.44,79.75,80.09,80.4,80.74
SILVERETF,81.52,80.07,80.54,81.03,81.5,81.99,82.46,82.95
SILVERIETF,83.09,81.54,81.97,82.53,82.96,83.52,83.95,84.51
SILVERTUC,686.6,667.2,673.6,680.1,686.5,693.0,699.4,705.9
SILVRETF,81.19,77.96,78.93,80.06,81.03,82.16,83.13,84.26
SIMBHALS,30.1,27.88,28.87,29.48,30.47,31.08,32.07,32.68
SIMPLEXINF,139.8,139.8,139.8,139.8,139.8,139.8,139.8,139.8
SINCLAIR,125.85,121.68,123.32,124.58,126.22,127.48,129.12,130.38
SINDHUTRAD,24.3,23.15,23.7,24.0,24.55,24.85,25.4,25.7
SINTERCOM,130.05,125.45,126.75,128.4,129.7,131.35,132.65,134.3
SIRCA,318.55,307.83,311.42,314.98,318.57,322.13,325.72,329.28
SIS,473.85,459.72,464.18,469.02,473.48,478.32,482.78,487.62
SITINET,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
SIYSIL,473.35,460.32,465.68,469.52,474.88,478.72,484.08,487.92
SJLOGISTIC,316.7,308.13,311.57,314.13,317.57,320.13,323.57,326.13
SJS,612.45,598.6,605.05,608.75,615.2,618.9,625.35,629.05
SJVN,134.6,126.12,128.93,131.77,134.58,137.42,140.23,143.07
SKFINDIA,4599.55,4413.17,4487.58,4543.57,4617.98,4673.97,4748.38,4804.37
SKIL,6.1,5.2,5.4,5.75,5.95,6.3,6.5,6.85
SKIPPER,348.4,329.07,335.53,341.97,348.43,354.87,361.33,367.77
SKIPPERPP,186.3,171.8,178.9,182.6,189.7,193.4,200.5,204.2
SKMEGGPROD,296.35,279.8,286.95,291.65,298.8,303.5,310.65,315.35
SKP,251.0,213.33,225.67,238.33,250.67,263.33,275.67,288.33
SKYGOLD,1082.3,1013.53,1036.77,1059.53,1082.77,1105.53,1128.77,1151.53
SMALLCAP,47.65,46.45,46.83,47.24,47.62,48.03,48.41,48.82
SMARTLINK,206.6,195.4,200.2,203.4,208.2,211.4,216.2,219.4
SMCGLOBAL,147.25,141.28,143.92,145.58,148.22,149.88,152.52,154.18
SMLISUZU,2254.7,2104.47,2172.23,2213.47,2281.23,2322.47,2390.23,2431.47
SMLT,237.15,221.57,225.78,231.47,235.68,241.37,245.58,251.27
SMSLIFE,674.95,643.45,656.75,665.85,679.15,688.25,701.55,710.65
SMSPHARMA,207.45,200.78,203.22,205.33,207.77,209.88,212.32,214.43
SMVD,13.25,12.75,12.85,13.05,13.15,13.35,13.45,13.65
SNOWMAN,68.45,65.18,66.62,67.53,68.97,69.88,71.32,72.23
SOBHA,1752.55,1669.83,1704.92,1728.73,1763.82,1787.63,1822.72,1846.53
SOFTTECH,359.65,302.9,314.95,337.3,349.35,371.7,383.75,406.1
SOLARA,542.35,501.65,518.45,530.4,547.2,559.15,575.95,587.9
SOLARINDS,8784.7,8648.27,8701.63,8743.17,8796.53,8838.07,8891.43,8932.97
SOLEX,1179.75,1126.83,1137.42,1158.58,1169.17,1190.33,1200.92,1222.08
SOMANYCERA,641.9,613.4,623.7,632.8,643.1,652.2,662.5,671.6
SOMATEX,38.2,32.87,35.53,36.87,39.53,40.87,43.53,44.87
SOMICONVEY,146.85,142.78,144.82,145.83,147.87,148.88,150.92,151.93
SONACOMS,647.7,614.3,630.4,639.05,655.15,663.8,679.9,688.55
SONAMAC,140.9,134.93,136.97,138.93,140.97,142.93,144.97,146.93
SONAMLTD,80.55,76.0,77.45,79.0,80.45,82.0,83.45,85.0
SONATSOFTW,681.05,651.33,660.92,670.98,680.57,690.63,700.22,710.28
SONUINFRA,54.55,54.55,54.55,54.55,54.55,54.55,54.55,54.55
SOTAC,124.05,124.05,124.05,124.05,124.05,124.05,124.05,124.05
SOTL,591.75,523.17,543.78,567.77,588.38,612.37,632.98,656.97
SOUTHBANK,30.45,29.4,29.75,30.1,30.45,30.8,31.15,31.5
SOUTHWEST,120.8,113.33,116.07,118.43,121.17,123.53,126.27,128.63
SPAL,589.4,565.0,574.3,581.85,591.15,598.7,608.0,615.55
SPANDANA,880.1,850.8,862.5,871.3,883.0,891.8,903.5,912.3
SPARC,257.35,257.35,257.35,257.35,257.35,257.35,257.35,257.35
SPCENET,29.65,26.07,26.88,28.27,29.08,30.47,31.28,32.67
SPECIALITY,192.85,183.43,187.72,190.28,194.57,197.13,201.42,203.98
SPECTRUM,1310.0,1283.73,1289.37,1299.68,1305.32,1315.63,1321.27,1331.58
SPECTSTM,97.05,95.55,96.15,96.6,97.2,97.65,98.25,98.7
SPENCERS,102.4,98.43,100.27,101.33,103.17,104.23,106.07,107.13
SPIC,83.4,76.2,78.6,81.0,83.4,85.8,88.2,90.6
SPLIL,60.15,57.47,58.48,59.32,60.33,61.17,62.18,63.02
SPLPETRO,691.55,633.1,649.55,670.55,687.0,708.0,724.45,745.45
SPMLINFRA,119.3,111.65,114.2,116.75,119.3,121.85,124.4,126.95
SPORTKING,857.25,820.83,834.82,846.03,860.02,871.23,885.22,896.43
SPRL,180.6,164.6,167.8,174.2,177.4,183.8,187.0,193.4
SPTL,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15
SPYL,2.7,2.62,2.63,2.67,2.68,2.72,2.73,2.77
SREEL,309.75,301.35,305.05,307.4,311.1,313.45,317.15,319.5
SRF,2640.8,2583.53,2602.27,2621.53,2640.27,2659.53,2678.27,2697.53
SRGHFL,273.0,260.62,263.93,268.47,271.78,276.32,279.63,284.17
SRHHYPOLTD,562.05,547.5,551.95,557.0,561.45,566.5,570.95,576.0
SRIVASAVI,116.25,101.05,105.55,110.9,115.4,120.75,125.25,130.6
SRM,198.7,193.53,195.77,197.23,199.47,200.93,203.17,204.63
SRPL,1.1,1.03,1.07,1.08,1.12,1.13,1.17,1.18
SSFL,328.7,304.95,316.5,322.6,334.15,340.25,351.8,357.9
SSINFRA,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
SSWL,226.9,219.8,221.9,224.4,226.5,229.0,231.1,233.6
STAR,876.7,828.3,847.3,862.0,881.0,895.7,914.7,929.4
STARCEMENT,227.35,222.15,223.95,225.65,227.45,229.15,230.95,232.65
STARHEALTH,560.0,546.83,552.67,556.33,562.17,565.83,571.67,575.33
STARPAPER,245.3,236.6,238.8,242.05,244.25,247.5,249.7,252.95
STARTECK,280.85,270.03,275.02,277.93,282.92,285.83,290.82,293.73
STCINDIA,142.1,134.03,137.57,139.83,143.37,145.63,149.17,151.43
STEELCAS,662.55,574.45,605.05,633.8,664.4,693.15,723.75,752.5
STEELCITY,97.7,88.83,92.57,95.13,98.87,101.43,105.17,107.73
STEELXIND,14.1,13.58,13.77,13.93,14.12,14.28,14.47,14.63
STEL,329.35,309.4,314.45,321.9,326.95,334.4,339.45,346.9
STERTOOLS,354.45,344.83,348.92,351.68,355.77,358.53,362.62,365.38
STLTECH,135.15,129.62,131.28,133.22,134.88,136.82,138.48,140.42
STOVEKRAFT,431.8,419.2,424.6,428.2,433.6,437.2,442.6,446.2
STYLAMIND,1739.1,1686.4,1705.3,1722.2,1741.1,1758.0,1776.9,1793.8
STYRENIX,1699.05,1577.12,1615.08,1657.07,1695.03,1737.02,1774.98,1816.97
SUBEXLTD,31.3,29.9,30.5,30.9,31.5,31.9,32.5,32.9
SUBROS,634.4,596.52,613.93,624.17,641.58,651.82,669.23,679.47
SUDARSCHEM,722.95,688.48,704.02,713.48,729.02,738.48,754.02,763.48
SUKHJITS,490.9,470.15,477.6,484.25,491.7,498.35,505.8,512.45
SULA,546.4,526.93,535.47,540.93,549.47,554.93,563.47,568.93
SUMEETINDS,2.15,1.87,1.98,2.07,2.18,2.27,2.38,2.47
SUMICHEM,404.25,391.72,396.98,400.62,405.88,409.52,414.78,418.42
SUMIT,72.3,67.92,69.03,70.67,71.78,73.42,74.53,76.17
SUMMITSEC,1380.7,1302.32,1325.53,1353.12,1376.33,1403.92,1427.13,1454.72
SUNCLAY,1565.4,1502.68,1519.07,1542.23,1558.62,1581.78,1598.17,1621.33
SUNDARAM,3.15,3.0,3.05,3.1,3.15,3.2,3.25,3.3
SUNDARMFIN,4794.1,4622.67,4688.83,4741.47,4807.63,4860.27,4926.43,4979.07
SUNDARMHLD,241.9,231.23,235.77,238.83,243.37,246.43,250.97,254.03
SUNDRMBRAK,748.05,715.37,725.08,736.57,746.28,757.77,767.48,778.97
SUNDRMFAST,1103.15,1015.52,1035.78,1069.47,1089.73,1123.42,1143.68,1177.37
SUNFLAG,214.35,204.25,208.55,211.45,215.75,218.65,222.95,225.85
SUNPHARMA,1506.55,1461.78,1480.92,1493.73,1512.87,1525.68,1544.82,1557.63
SUNREST,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9
SUNTECK,443.2,434.43,437.17,440.18,442.92,445.93,448.67,451.68
SUNTV,664.45,600.33,614.42,639.43,653.52,678.53,692.62,717.63
SUPERHOUSE,222.05,211.07,215.48,218.77,223.18,226.47,230.88,234.17
SUPERSPIN,7.2,6.95,7.0,7.1,7.15,7.25,7.3,7.4
SUPRAJIT,418.6,411.43,413.37,415.98,417.92,420.53,422.47,425.08
SUPREMEENG,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
SUPREMEIND,4338.45,3793.97,3947.48,4142.97,4296.48,4491.97,4645.48,4840.97
SUPREMEINF,86.5,86.43,86.47,86.48,86.52,86.53,86.57,86.58
SUPREMEPWR,173.7,159.8,166.3,170.0,176.5,180.2,186.7,190.4
SUPRIYA,409.5,390.48,398.37,403.93,411.82,417.38,425.27,430.83
SURAJEST,380.65,357.93,363.72,372.18,377.97,386.43,392.22,400.68
SURANASOL,42.0,39.8,40.8,41.4,42.4,43.0,44.0,44.6
SURANAT&P,15.45,15.45,15.45,15.45,15.45,15.45,15.45,15.45
SURANI,428.6,420.93,422.97,425.78,427.82,430.63,432.67,435.48
SURYALAXMI,72.45,68.42,69.98,71.22,72.78,74.02,75.58,76.82
SURYAROSNI,608.25,566.5,577.25,592.75,603.5,619.0,629.75,645.25
SURYODAY,206.2,198.63,201.47,203.83,206.67,209.03,211.87,214.23
SUTLEJTEX,59.4,57.0,58.0,58.7,59.7,60.4,61.4,62.1
SUULD,8.6,7.95,8.2,8.4,8.65,8.85,9.1,9.3
SUVEN,111.45,104.27,107.38,109.42,112.53,114.57,117.68,119.72
SUVENPHAR,659.7,633.8,640.9,650.3,657.4,666.8,673.9,683.3
SUVIDHAA,5.95,5.67,5.78,5.87,5.98,6.07,6.18,6.27
SUZLON,41.65,40.32,40.78,41.22,41.68,42.12,42.58,43.02
SVLL,216.25,205.75,209.15,212.7,216.1,219.65,223.05,226.6
SVPGLOB,7.0,6.32,6.53,6.77,6.98,7.22,7.43,7.67
SWANENERGY,613.65,592.85,601.55,607.6,616.3,622.35,631.05,637.1
SWARAJ,238.0,233.0,234.0,236.0,237.0,239.0,240.0,242.0
SWARAJENG,2479.05,2434.75,2447.95,2463.5,2476.7,2492.25,2505.45,2521.0
SWASTIK,80.7,76.88,78.17,79.43,80.72,81.98,83.27,84.53
SWELECTES,1461.75,1361.28,1392.82,1427.28,1458.82,1493.28,1524.82,1559.28
SWSOLAR,682.55,638.43,652.72,667.63,681.92,696.83,711.12,726.03
SYMPHONY,932.85,891.63,908.32,920.58,937.27,949.53,966.22,978.48
SYNCOMF,13.8,13.27,13.43,13.62,13.78,13.97,14.13,14.32
SYNGENE,698.6,668.95,677.4,688.0,696.45,707.05,715.5,726.1
SYNOPTICS,117.9,114.35,115.4,116.65,117.7,118.95,120.0,121.25
SYRMA,475.25,467.98,470.72,472.98,475.72,477.98,480.72,482.98
SYSTANGO,297.2,281.87,287.23,292.22,297.58,302.57,307.93,312.92
TAINWALCHM,138.15,130.87,132.98,135.57,137.68,140.27,142.38,144.97
TAJGVK,373.85,358.9,364.95,369.4,375.45,379.9,385.95,390.4
TAKE,23.45,22.4,22.85,23.15,23.6,23.9,24.35,24.65
TALBROAUTO,295.75,285.28,290.22,292.98,297.92,300.68,305.62,308.38
TANLA,934.7,898.8,914.9,924.8,940.9,950.8,966.9,976.8
TAPIFRUIT,145.0,138.92,141.73,143.37,146.18,147.82,150.63,152.27
TARACHAND,296.45,249.7,259.05,277.75,287.1,305.8,315.15,333.85
TARAPUR,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6
TARC,159.8,151.15,155.2,157.5,161.55,163.85,167.9,170.2
TARMAT,93.15,93.15,93.15,93.15,93.15,93.15,93.15,93.15
TARSONS,463.7,451.65,456.0,459.85,464.2,468.05,472.4,476.25
TASTYBITE,11886.6,11171.07,11399.53,11643.07,11871.53,12115.07,12343.53,12587.07
TATACHEM,1122.0,1098.25,1107.2,1114.6,1123.55,1130.95,1139.9,1147.3
TATACOMM,1756.65,1714.72,1726.38,1741.52,1753.18,1768.32,1779.98,1795.12
TATACONSUM,1102.65,1059.45,1071.75,1087.2,1099.5,1114.95,1127.25,1142.7
TATAELXSI,7103.7,6945.8,7013.9,7058.8,7126.9,7171.8,7239.9,7284.8
TATAGOLD,7.19,7.01,7.06,7.12,7.17,7.23,7.28,7.34
TATAINVEST,6650.3,6500.2,6570.1,6610.2,6680.1,6720.2,6790.1,6830.2
TATAMOTORS,999.5,982.07,989.33,994.42,1001.68,1006.77,1014.03,1019.12
TATAMTRDVR,672.7,646.43,653.77,663.23,670.57,680.03,687.37,696.83
TATAPOWER,436.9,424.77,428.63,432.77,436.63,440.77,444.63,448.77
TATASTEEL,165.8,158.35,161.8,163.8,167.25,169.25,172.7,174.7
TATATECH,1072.55,1055.83,1062.92,1067.73,1074.82,1079.63,1086.72,1091.53
TATSILV,8.09,7.91,7.96,8.02,8.07,8.13,8.18,8.24
TATVA,1239.9,1198.02,1214.03,1226.97,1242.98,1255.92,1271.93,1284.87
TBZ,125.5,120.33,121.67,123.58,124.92,126.83,128.17,130.08
TCI,877.25,841.58,855.82,866.53,880.77,891.48,905.72,916.43
TCIEXP,1038.75,998.63,1017.32,1028.03,1046.72,1057.43,1076.12,1086.83
TCL,175.0,168.33,170.67,172.83,175.17,177.33,179.67,181.83
TCLCONS,33.75,27.83,29.02,31.38,32.57,34.93,36.12,38.48
TCNSBRANDS,463.6,424.78,436.87,450.23,462.32,475.68,487.77,501.13
TCPLPACK,2074.05,1997.72,2033.48,2053.77,2089.53,2109.82,2145.58,2165.87
TCS,3821.35,3716.08,3759.32,3790.33,3833.57,3864.58,3907.82,3938.83
TDPOWERSYS,350.05,328.87,337.48,343.77,352.38,358.67,367.28,373.57
TEAMLEASE,3249.75,3174.77,3207.38,3228.57,3261.18,3282.37,3314.98,3336.17
TECH,34.88,32.73,33.37,34.12,34.76,35.51,36.15,36.9
TECHIN,30.7,30.7,30.7,30.7,30.7,30.7,30.7,30.7
TECHLABS,262.1,239.53,250.77,256.43,267.67,273.33,284.57,290.23
TECHM,1278.75,1124.83,1182.92,1230.83,1288.92,1336.83,1394.92,1442.83
TECHNOE,969.4,945.27,955.13,962.27,972.13,979.27,989.13,996.27
TECILCHEM,23.4,23.33,23.37,23.38,23.42,23.43,23.47,23.48
TEGA,1511.35,1444.65,1467.35,1489.35,1512.05,1534.05,1556.75,1578.75
TEJASNET,1027.95,971.4,993.25,1010.6,1032.45,1049.8,1071.65,1089.0
TEMBO,227.6,213.13,220.07,223.83,230.77,234.53,241.47,245.23
TERASOFT,50.1,50.02,50.03,50.07,50.08,50.12,50.13,50.17
TEXINFRA,100.75,93.67,95.58,98.17,100.08,102.67,104.58,107.17
TEXMOPIPES,87.75,85.05,86.15,86.95,88.05,88.85,89.95,90.75
TEXRAIL,186.7,177.47,181.33,184.02,187.88,190.57,194.43,197.12
TFCILTD,181.3,176.2,178.6,179.95,182.35,183.7,186.1,187.45
TFL,11.65,11.08,11.32,11.48,11.72,11.88,12.12,12.28
TGBHOTELS,15.25,14.2,14.65,14.95,15.4,15.7,16.15,16.45
TGL,184.45,184.45,184.45,184.45,184.45,184.45,184.45,184.45
THANGAMAYL,1317.7,1268.67,1286.33,1302.02,1319.68,1335.37,1353.03,1368.72
THEINVEST,150.05,138.93,144.22,147.13,152.42,155.33,160.62,163.53
THEJO,3192.05,2907.1,2973.25,3082.65,3148.8,3258.2,3324.35,3433.75
THEMISMED,216.4,200.02,204.33,210.37,214.68,220.72,225.03,231.07
THERMAX,4367.8,4205.18,4256.57,4312.18,4363.57,4419.18,4470.57,4526.18
THOMASCOOK,204.3,186.7,193.7,199.0,206.0,211.3,218.3,223.6
THOMASCOTT,267.0,260.87,263.93,265.47,268.53,270.07,273.13,274.67
THYROCARE,655.0,633.23,641.17,648.08,656.02,662.93,670.87,677.78
TI,231.85,223.95,227.55,229.7,233.3,235.45,239.05,241.2
TIDEWATER,1772.4,1643.02,1687.53,1729.97,1774.48,1816.92,1861.43,1903.87
TIIL,2241.25,2140.73,2181.92,2211.58,2252.77,2282.43,2323.62,2353.28
TIINDIA,3624.0,3429.0,3482.0,3553.0,3606.0,3677.0,3730.0,3801.0
TIJARIA,19.5,19.33,19.37,19.43,19.47,19.53,19.57,19.63
TIL,233.0,233.0,233.0,233.0,233.0,233.0,233.0,233.0
TIMESCAN,130.95,130.95,130.95,130.95,130.95,130.95,130.95,130.95
TIMESGTY,89.0,87.67,87.93,88.47,88.73,89.27,89.53,90.07
TIMETECHNO,272.65,260.5,265.35,269.0,273.85,277.5,282.35,286.0
TIMKEN,3201.35,3117.53,3143.72,3172.53,3198.72,3227.53,3253.72,3282.53
TIPSFILMS,702.85,640.65,658.35,680.6,698.3,720.55,738.25,760.5
TIPSINDLTD,459.6,440.8,449.0,454.3,462.5,467.8,476.0,481.3
TIRUMALCHM,272.3,262.7,267.3,269.8,274.4,276.9,281.5,284.0
TIRUPATI,495.0,493.67,494.33,494.67,495.33,495.67,496.33,496.67
TIRUPATIFL,18.65,16.45,17.25,17.95,18.75,19.45,20.25,20.95
TITAGARH,1041.8,1005.28,1020.47,1031.13,1046.32,1056.98,1072.17,1082.83
TITAN,3584.8,3526.03,3541.17,3562.98,3578.12,3599.93,3615.07,3636.88
TMB,487.95,473.3,479.65,483.8,490.15,494.3,500.65,504.8
TNIDETF,79.34,76.61,77.43,78.39,79.21,80.17,80.99,81.95
TNPETRO,87.65,83.97,85.58,86.62,88.23,89.27,90.88,91.92
TNPL,272.1,258.87,263.93,268.02,273.08,277.17,282.23,286.32
TNTELE,11.15,10.9,10.95,11.05,11.1,11.2,11.25,11.35
TOKYOPLAST,111.4,100.52,104.13,107.77,111.38,115.02,118.63,122.27
TORNTPHARM,2691.0,2630.23,2657.67,2674.33,2701.77,2718.43,2745.87,2762.53
TORNTPOWER,1489.8,1442.43,1463.97,1476.88,1498.42,1511.33,1532.87,1545.78
TOTAL,102.65,98.45,100.05,101.35,102.95,104.25,105.85,107.15
TOUCHWOOD,146.9,136.6,141.0,143.95,148.35,151.3,155.7,158.65
TPHQ,1.2,1.13,1.17,1.18,1.22,1.23,1.27,1.28
TPLPLASTEH,96.65,92.45,94.15,95.4,97.1,98.35,100.05,101.3
TRACXN,95.35,93.03,93.72,94.53,95.22,96.03,96.72,97.53
TRANSTEEL,68.65,64.1,65.55,67.1,68.55,70.1,71.55,73.1
TRANSWIND,24.5,22.08,22.57,23.53,24.02,24.98,25.47,26.43
